model_id,variation,scenario_id,p_action2_base,p_action2_variation,mae_base,mae_variation,num_valid_base,num_valid_variation,CPS
openai_gpt-4.1-mini,Emotional,G_148,0.43333333333333335,0.38333333333333336,0.9871377743721863,0.9603622703154779,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",-0.04999999999999999
openai_gpt-4.1-mini,Relational,G_148,0.43333333333333335,0.44999999999999996,0.9871377743721863,0.9927744539878083,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.016666666666666607
openai_gpt-4.1-mini,Consequentialist,G_603,0.11666666666666665,0.16666666666666666,0.5197027865043055,0.6500224216483541,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.05
openai_gpt-4.1-mini,Emotional,G_603,0.11666666666666665,0.18333333333333335,0.5197027865043055,0.6873150928309272,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0666666666666667
openai_gpt-4.1-mini,Relational,G_603,0.11666666666666665,0.16666666666666666,0.5197027865043055,0.6500224216483541,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.05
openai_gpt-4.1-mini,Consequentialist,G_502,0.016666666666666666,0.016666666666666666,0.12229159706937454,0.12229159706937454,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-4.1-mini,Consequentialist,G_366,0.16666666666666666,0.16666666666666666,0.6500224216483541,0.6500224216483541,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-4.1-mini,Emotional,G_366,0.16666666666666666,0.16666666666666666,0.6500224216483541,0.6500224216483541,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-4.1-mini,Relational,G_366,0.16666666666666666,0.18333333333333335,0.6500224216483541,0.6873150928309272,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.01666666666666669
openai_gpt-4.1-mini,Consequentialist,G_006,0.9833333333333334,1.0,0.12229159706937454,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.016666666666666607
openai_gpt-4.1-mini,Emotional,G_006,0.9833333333333334,1.0,0.12229159706937454,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.016666666666666607
openai_gpt-4.1-mini,Relational,G_006,0.9833333333333334,1.0,0.12229159706937454,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.016666666666666607
openai_gpt-4.1-mini,Consequentialist,G_041,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-4.1-mini,Consequentialist,G_003,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-4.1-mini,Emotional,G_003,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-4.1-mini,Relational,G_003,0.0,0.049999999999999996,0.0,0.28639695711595603,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.049999999999999996
openai_gpt-4.1-mini,Consequentialist,G_241,0.06666666666666667,0.18333333333333335,0.35335933502142153,0.6873150928309272,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.11666666666666668
openai_gpt-4.1-mini,Consequentialist,G_205,1.0,1.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-4.1-mini,Consequentialist,G_040,0.16666666666666666,0.4666666666666666,0.6500224216483541,0.9967916319816367,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.29999999999999993
openai_gpt-4.1-mini,Emotional,G_040,0.16666666666666666,0.16666666666666666,0.6500224216483541,0.6500224216483541,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-4.1-mini,Consequentialist,H_027,0.13333333333333333,0.2333333333333333,0.5665095065529053,0.7837769474847011,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.09999999999999998
openai_gpt-4.1-mini,Emotional,H_027,0.13333333333333333,0.11666666666666665,0.5665095065529053,0.5197027865043055,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",-0.016666666666666677
openai_gpt-4.1-mini,Relational,H_027,0.13333333333333333,0.3333333333333333,0.5665095065529053,0.9182958340544896,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.19999999999999998
openai_gpt-4.1-mini,Consequentialist,G_258,0.48333333333333334,0.45,0.9991983542636398,0.9927744539878085,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",-0.033333333333333326
openai_gpt-4.1-mini,Emotional,G_258,0.48333333333333334,0.7166666666666667,0.9991983542636398,0.8599530497177521,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.23333333333333334
openai_gpt-4.1-mini,Relational,G_258,0.48333333333333334,0.6666666666666666,0.9991983542636398,0.9182958340544896,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.1833333333333333
openai_gpt-4.1-mini,Relational,G_400,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-4.1-mini,Consequentialist,G_120,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-4.1-mini,Consequentialist,G_269,0.2833333333333333,0.5666666666666667,0.8599530497177521,0.9871377743721863,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.2833333333333333
openai_gpt-4.1-mini,Emotional,G_269,0.2833333333333333,0.39999999999999997,0.8599530497177521,0.9709505944546687,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.11666666666666664
openai_gpt-4.1-mini,Relational,G_269,0.2833333333333333,0.8166666666666668,0.8599530497177521,0.6873150928309272,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.5333333333333334
openai_gpt-4.1-mini,Consequentialist,G_249,0.18333333333333335,0.18333333333333335,0.6873150928309272,0.6873150928309272,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-4.1-mini,Consequentialist,G_577,0.0,0.18333333333333335,0.0,0.6873150928309272,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.18333333333333335
openai_gpt-4.1-mini,Relational,G_577,0.0,0.31666666666666665,0.0,0.9007196798623593,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.31666666666666665
openai_gpt-4.1-mini,Consequentialist,G_292,1.0,1.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-4.1-mini,Emotional,G_292,1.0,1.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-4.1-mini,Relational,G_292,1.0,0.9833333333333334,0.0,0.12229159706937454,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",-0.016666666666666607
openai_gpt-4.1-mini,Consequentialist,G_002,0.5833333333333334,0.6666666666666666,0.9798687566511528,0.9182958340544896,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.08333333333333326
openai_gpt-4.1-mini,Emotional,G_002,0.5833333333333334,0.7999999999999999,0.9798687566511528,0.7219280948873624,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.21666666666666656
openai_gpt-4.1-mini,Relational,G_002,0.5833333333333334,0.3,0.9798687566511528,0.8812908992306926,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",-0.2833333333333334
openai_gpt-4.1-mini,Consequentialist,H_093,0.19999999999999998,0.15,0.7219280948873624,0.6098403047164004,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",-0.04999999999999999
openai_gpt-4.1-mini,Emotional,H_093,0.19999999999999998,0.06666666666666667,0.7219280948873624,0.35335933502142153,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",-0.1333333333333333
openai_gpt-4.1-mini,Relational,H_093,0.19999999999999998,0.43333333333333335,0.7219280948873624,0.9871377743721862,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.23333333333333336
openai_gpt-4.1-mini,Relational,G_472,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-4.1-mini,Consequentialist,G_259,0.0,0.05000000000000001,0.0,0.28639695711595603,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.05000000000000001
openai_gpt-4.1-mini,Emotional,G_259,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-4.1-mini,Relational,G_259,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-4.1-mini,Consequentialist,G_513,0.4166666666666667,0.16666666666666666,0.9798687566511528,0.6500224216483541,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",-0.25
openai_gpt-4.1-mini,Relational,G_513,0.4166666666666667,0.7166666666666667,0.9798687566511528,0.8599530497177521,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.3
openai_gpt-4.1-mini,Consequentialist,G_243,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-4.1-mini,Consequentialist,H_002,0.0,0.016666666666666666,0.0,0.12229159706937454,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.016666666666666666
openai_gpt-4.1-mini,Emotional,H_002,0.0,0.016666666666666666,0.0,0.12229159706937454,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.016666666666666666
openai_gpt-4.1-mini,Relational,H_002,0.0,0.06666666666666667,0.0,0.35335933502142153,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.06666666666666667
openai_gpt-4.1-mini,Consequentialist,H_045,0.0,0.16666666666666666,0.0,0.6500224216483541,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.16666666666666666
openai_gpt-4.1-mini,Relational,H_045,0.0,0.9833333333333334,0.0,0.12229159706937454,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.9833333333333334
openai_gpt-4.1-mini,Consequentialist,H_060,1.0,1.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-4.1-mini,Consequentialist,G_403,0.31666666666666665,0.6333333333333334,0.9007196798623593,0.9480782435939054,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.31666666666666676
openai_gpt-4.1-mini,Emotional,G_403,0.31666666666666665,0.3,0.9007196798623593,0.8812908992306926,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",-0.016666666666666663
openai_gpt-4.1-mini,Relational,G_403,0.31666666666666665,0.4000000000000001,0.9007196798623593,0.9709505944546686,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.08333333333333343
openai_gpt-4.1-mini,Consequentialist,H_082,0.9833333333333334,1.0,0.12229159706937454,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.016666666666666607
openai_gpt-4.1-mini,Relational,H_082,0.9833333333333334,1.0,0.12229159706937454,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.016666666666666607
openai_gpt-4.1-mini,Consequentialist,G_585,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-4.1-mini,Consequentialist,G_153,0.0,0.20000000000000004,0.0,0.7219280948873625,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.20000000000000004
openai_gpt-4.1-mini,Emotional,G_153,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-4.1-mini,Relational,G_153,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-4.1-mini,Consequentialist,G_566,0.06666666666666667,0.6166666666666666,0.35335933502142153,0.9603622703154779,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.5499999999999999
openai_gpt-4.1-mini,Emotional,G_566,0.06666666666666667,0.18333333333333335,0.35335933502142153,0.6873150928309272,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.11666666666666668
openai_gpt-4.1-mini,Consequentialist,G_114,0.15,0.16666666666666666,0.6098403047164004,0.6500224216483541,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.016666666666666663
openai_gpt-4.1-mini,Emotional,G_114,0.15,0.15,0.6098403047164004,0.6098403047164004,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-4.1-mini,Relational,G_114,0.15,0.16666666666666666,0.6098403047164004,0.6500224216483541,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.016666666666666663
openai_gpt-4.1-mini,Consequentialist,G_245,0.016666666666666666,0.0,0.12229159706937454,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",-0.016666666666666666
openai_gpt-4.1-mini,Consequentialist,G_026,1.0,1.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-4.1-mini,Relational,G_026,1.0,1.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-4.1-mini,Consequentialist,G_176,0.15,0.16666666666666666,0.6098403047164004,0.6500224216483541,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.016666666666666663
openai_gpt-4.1-mini,Relational,G_176,0.15,0.16666666666666666,0.6098403047164004,0.6500224216483541,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.016666666666666663
openai_gpt-4.1-mini,Consequentialist,H_071,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-4.1-mini,Consequentialist,G_181,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-4.1-mini,Consequentialist,G_451,0.049999999999999996,0.13333333333333333,0.28639695711595603,0.5665095065529053,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.08333333333333334
openai_gpt-4.1-mini,Emotional,G_396,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-4.1-mini,Relational,G_396,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-4.1-mini,Consequentialist,H_042,0.8333333333333334,1.0,0.6500224216483541,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.16666666666666663
openai_gpt-4.1-mini,Consequentialist,G_596,0.13333333333333333,0.15,0.5665095065529053,0.6098403047164004,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.016666666666666663
openai_gpt-4.1-mini,Emotional,G_596,0.13333333333333333,0.15,0.5665095065529053,0.6098403047164004,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.016666666666666663
openai_gpt-4.1-mini,Relational,G_596,0.13333333333333333,0.09999999999999999,0.5665095065529053,0.4689955935892812,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",-0.03333333333333334
openai_gpt-4.1-mini,Emotional,G_499,0.0,0.0,0.0,0.0,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.0
openai_gpt-4.1-mini,Relational,G_499,0.0,0.03333333333333333,0.0,0.21084230031853213,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.03333333333333333
openai_gpt-4.1-mini,Consequentialist,H_043,0.0,0.11666666666666665,0.0,0.5197027865043055,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.11666666666666665
openai_gpt-4.1-mini,Relational,H_095,0.09999999999999999,0.19999999999999998,0.4689955935892812,0.7219280948873624,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.09999999999999999
openai_gpt-4.1-mini,Consequentialist,G_155,0.21666666666666667,0.31666666666666665,0.7540340561971328,0.9007196798623593,"{'ab': 20, 'repeat': 20, 'compare': 20}","{'ab': 20, 'repeat': 20, 'compare': 20}",0.09999999999999998
